Date,State,TotalSamples,Negative,Positive
7/15/2020,West Bengal,649928,,34427
7/16/2020,West Bengal,663108,,36117
7/17/2020,West Bengal,676348,,38011
7/18/2020,West Bengal,689813,,40209
7/19/2020,West Bengal,703284,,42487
7/20/2020,West Bengal,716365,,44769
7/21/2020,West Bengal,729429,,47030
7/22/2020,West Bengal,743469,,49321
7/23/2020,West Bengal,758027,,51757
7/24/2020,West Bengal,773512,,53973
7/25/2020,West Bengal,789140,,56377
7/26/2020,West Bengal,805185,,58718
7/27/2020,West Bengal,822190,,60830
7/28/2020,West Bengal,839211,,62964
7/29/2020,West Bengal,856355,,65258
7/30/2020,West Bengal,874397,,67692
7/31/2020,West Bengal,893400,,70188
8/1/2020,West Bengal,913465,,72777
8/2/2020,West Bengal,934537,,75516
8/3/2020,West Bengal,956659,,78232
8/4/2020,West Bengal,978980,,80984
8/5/2020,West Bengal,1003027,,83800
8/6/2020,West Bengal,1028251,,86754
8/7/2020,West Bengal,1054509,,89666
8/8/2020,West Bengal,1079657,,92615
8/9/2020,West Bengal,1105899,,95554
8/10/2020,West Bengal,1132196,,98459
8/11/2020,West Bengal,1159211,,
8/12/2020,West Bengal,1186923,,
8/13/2020,West Bengal,1216955,,107323
8/14/2020,West Bengal,1248272,,110358
8/15/2020,West Bengal,1282486,,113432
8/16/2020,West Bengal,1314772,,116498
8/17/2020,West Bengal,1347091,,119578
8/18/2020,West Bengal,1382198,,122753
8/19/2020,West Bengal,1416556,,
8/20/2020,West Bengal,1451615,,
8/21/2020,West Bengal,1487844,,132364
8/22/2020,West Bengal,1524162,,135596
8/23/2020,West Bengal,1561311,,
8/24/2020,West Bengal,1596578,,
8/25/2020,West Bengal,1634102,,
8/26/2020,West Bengal,1674133,,
8/27/2020,West Bengal,1716607,,
8/28/2020,West Bengal,1758728,,
8/29/2020,West Bengal,1801960,,
8/30/2020,West Bengal,1845396,,
